,IOC,English name,Scientific Name
,30464,Kakawahie,Paroreomyza flammea
,30465,Maui Alauahio,Paroreomyza montana
,30466,,    P. m. newtoni
,30467,,    P. m. montana
,30468,,Oreomystis
,30469,Akikiki,Oreomystis bairdi
,30470,,Telespiza
,30471,Laysan Finch,Telespiza cantans
,30472,Nihoa Finch,Telespiza ultima
,30473,,Loxioides
,30474,Palila,Loxioides bailleui
,30475,,Rhodacanthis
,30476,Lesser Koa Finch,Rhodacanthis flaviceps
,30477,Greater Koa Finch,Rhodacanthis palmeri
,30478,,Chloridops
,30479,Kona Grosbeak,Chloridops kona
,30480,,Psittirostra
,30481,Ou,Psittirostra psittacea
,30482,,Dysmorodrepanis
,30483,Lanai Hookbill,Dysmorodrepanis munroi
,30484,,Drepanis
,30485,Iiwi,Drepanis coccinea
,30486,Hawaii Mamo,Drepanis pacifica
,30487,Black Mamo,Drepanis funerea
,30488,,Ciridops
,30489,Ula-ai-hawane,Ciridops anna
,30490,,Palmeria
,30491,Akohekohe,Palmeria dolei
,30492,,Himatione
,30493,Apapane,Himatione sanguinea
,30494,Laysan Honeycreeper,Himatione fraithii
,30495,,Viridonia
,30496,Greater Amakihi,Viridonia sagittirostris
,30497,,Akialoa
,30498,Lesser Akialoa,Akialoa obscura
,30499,Oahu Akialoa,Akialoa ellisiana
,30500,Kauai Akialoa,Akialoa stejnegeri
,30501,Maui-nui Akialoa,Akialoa lanaiensis
,30502,,Hemignathus
,30503,Oahu Nukupuu,Hemignathus lucidus
,30504,Kauai Nukupuu,Hemignathus hanapepe
,30505,Maui Nukupuu,Hemignathus affinis
,30506,Akiapolaau,Hemignathus wilsoni
,30507,,Pseudonestor
,30508,Maui Parrotbill,Pseudonestor xanthophrys
,30509,,Magumma
,30510,Anianiau,Magumma parva
,30511,,Loxops
,30512,Hawaii Creeper,Loxops mana
,30513,Akekee,Loxops caeruleirostris
,30514,Hawaii Akepa,Loxops coccineus
,30515,Oahu Akepa,Loxops wolstenholmei
,30516,Maui Akepa,Loxops ochraceus
,30517,,Chlorodrepanis
,30518,Hawaii Amakihi,Chlorodrepanis virens
,30519,,    C. v. wilsoni
,30520,,    C. v. virens
,30521,Oahu Amakihi,Chlorodrepanis flava
,30522,Kauai Amakihi,Chlorodrepanis stejnegeri
,30523,,Haemorhous
,30524,Purple Finch,Haemorhous purpureus
,30525,,    H. p. purpureus
,30526,,    H. p. californicus
,30527,Cassin's Finch,Haemorhous cassinii
,30528,House Finch,Haemorhous mexicanus
,30529,,    H. m. frontalis
,30530,,    H. m. mcgregori
,30531,,    H. m. amplus
,30532,,    H. m. ruberrimus
,30533,,    H. m. sonoriensis
,30534,,    H. m. coccineus
,30535,,    H. m. potosinus
,30536,,    H. m. centralis
,30537,,    H. m. mexicanus
,30538,,    H. m. roseipectus
,30539,,    H. m. griscomi
,30540,,Chloris
,30541,European Greenfinch,Chloris chloris
,30542,,    C. c. harrisoni
,30543,,    C. c. chloris
,30544,,    C. c. muehlei
,30545,,    C. c. aurantiiventris
,30546,,    C. c. madaraszi
,30547,,    C. c. vanmarli
,30548,,    C. c. voousi
,30549,,    C. c. chlorotica
,30550,,    C. c. bilkevitchi
,30551,,    C. c. turkestanica
,30552,Grey-capped Greenfinch,Chloris sinica
,30553,,    C. s. ussuriensis
,30554,,    C. s. kawarahiba
,30555,,    C. s. minor
,30556,,    C. s. sinica
,30557,Bonin Greenfinch,Chloris kittlitzi
,30558,Yellow-breasted Greenfinch,Chloris spinoides
,30559,,    C. s. spinoides
,30560,,    C. s. heinrichi
,30561,Vietnamese Greenfinch,Chloris monguilloti
,30562,Black-headed Greenfinch,Chloris ambigua
,30563,,    C. a. taylori
,30564,,    C. a. ambigua
,30565,,Rhodospiza
,30566,Desert Finch,Rhodospiza obsoleta
,30567,,Rhynchostruthus
,30568,Socotra Golden-winged Grosbeak,Rhynchostruthus socotranus
,30569,Arabian Golden-winged Grosbeak,Rhynchostruthus percivali
,30570,Somali Golden-winged Grosbeak,Rhynchostruthus louisae
,30571,,Linurgus
,30572,Oriole Finch,Linurgus olivaceus
,30573,,    L. o. olivaceus
,30574,,    L. o. prigoginei
,30575,,    L. o. elgonensis
,30576,,    L. o. kilimensis
,30577,,Crithagra
,30578,Principe Seedeater,Crithagra rufobrunnea
,30579,,    C. r. rufobrunnea
,30580,,    C. r. fradei
,30581,,    C. r. thomensis
,30582,Sao Tome Grosbeak,Crithagra concolor
,30583,African Citril,Crithagra citrinelloides
,30584,,    C. c. citrinelloides
,30585,,    C. c. kikuyensis
,30586,Western Citril,Crithagra frontalis
,30587,Southern Citril,Crithagra hyposticta
,30588,,    C. h. brittoni
,30589,,    C. h. hyposticta
,30590,Black-faced Canary,Crithagra capistrata
,30591,,    C. c. capistrata
,30592,,    C. c. hildegardae
,30593,Papyrus Canary,Crithagra koliensis
,30594,Forest Canary,Crithagra scotops
,30595,,    C. s. kirbyi
,30596,,    C. s. umbrosa
,30597,,    C. s. scotops
,30598,White-rumped Seedeater,Crithagra leucopygia
,30599,,    C. l. riggenbachi
,30600,,    C. l. pallens
,30601,,    C. l. leucopygia
,30602,Black-throated Canary,Crithagra atrogularis
,30603,,    C. a. somereni
,30604,,    C. a. lwenarum
,30605,,    C. a. atrogularis
,30606,,    C. a. impigra
,30607,,    C. a. semideserti
,30608,,    C. a. deserti
,30609,Yellow-rumped Seedeater,Crithagra xanthopygia
,30610,Reichenow's Seedeater,Crithagra reichenowi
,30611,Arabian Serin,Crithagra rothschildi
,30612,Yellow-throated Seedeater,Crithagra flavigula
,30613,Salvadori's Seedeater,Crithagra xantholaema
,30614,Lemon-breasted Canary,Crithagra citrinipectus
,30615,Yellow-fronted Canary,Crithagra mozambica
,30616,,    C. m. caniceps
,30617,,    C. m. punctigula
,30618,,    C. m. grotei
,30619,,    C. m. gommaensis
,30620,,    C. m. barbata
,30621,,    C. m. tando
,30622,,    C. m. samaliyae
,30623,,    C. m. vansoni
,30624,,    C. m. mozambica
,30625,,    C. m. granti
,30626,White-bellied Canary,Crithagra dorsostriata
,30627,,    C. d. maculicollis
,30628,,    C. d. dorsostriata
,30629,,    C. d. taruensis
,30630,Ankober Serin,Crithagra ankoberensis
,30631,Yemen Serin,Crithagra menachensis
,30632,Cape Siskin,Crithagra totta
,30633,Drakensberg Siskin,Crithagra symonsi
,30634,Northern Grosbeak-Canary,Crithagra donaldsoni
,30635,Southern Grosbeak-Canary,Crithagra buchanani
,30636,Yellow Canary,Crithagra flaviventris
,30637,,    C. f. damarensis
,30638,,    C. f. flaviventris
,30639,,    C. f. guillarmodi
,30640,,    C. f. marshalli
,30641,Brimstone Canary,Crithagra sulphurata
,30642,,    C. s. sharpii
,30643,,    C. s. wilsoni
,30644,,    C. s. sulphurata
,30645,Stripe-breasted Seedeater,Crithagra striatipectus
,30646,Reichard's Seedeater,Crithagra reichardi
,30647,Streaky-headed Seedeater,Crithagra gularis
,30648,,    C. g. benguellensis
,30649,,    C. g. endemion
,30650,,    C. g. gularis
,30651,,    C. g. humilis
,30652,,    C. g. mendosa
,30653,West African Seedeater,Crithagra canicapilla
,30654,,    C. c. canicapilla
,30655,,    C. c. elgonensis
,30656,,    C. c. montanorum
,30657,Black-eared Seedeater,Crithagra mennelli
,30658,Brown-rumped Seedeater,Crithagra tristriata
,30659,White-throated Canary,Crithagra albogularis
,30660,,    C. a. crocopygia
,30661,,    C. a. sordahlae
,30662,,    C. a. orangensis
,30663,,    C. a. albogularis
,30664,Thick-billed Seedeater,Crithagra burtoni
,30665,,    C. b. burtoni
,30666,,    C. b. tanganjicae
,30667,,    C. b. kilimensis
,30668,,    C. b. albifrons
,30669,Streaky Seedeater,Crithagra striolata
,30670,,    C. s. graueri
,30671,,    C. s. striolata
,30672,Yellow-browed Seedeater,Crithagra whytii
,30673,Kipengere Seedeater,Crithagra melanochroa
,30674,Protea Canary,Crithagra leucoptera
,30675,,Linaria
,30676,Twite,Linaria flavirostris
,30677,,    L. f. pipilans
,30678,,    L. f. flavirostris
,30679,,    L. f. brevirostris
,30680,,    L. f. kirghizorum
,30681,,    L. f. korejevi
,30682,,    L. f. altaica
,30683,,    L. f. montanella
,30684,,    L. f. miniakensis
,30685,,    L. f. rufostrigata
,30686,Common Linnet,Linaria cannabina
,30687,,    L. c. autochthona
,30688,,    L. c. cannabina
,30689,,    L. c. bella
,30690,,    L. c. mediterranea
,30691,,    L. c. guentheri
,30692,,    L. c. meadewaldoi
,30693,,    L. c. harterti
,30694,Yemen Linnet,Linaria yemenensis
,30695,Warsangli Linnet,Linaria johannis
,30696,,Acanthis
,30697,Common Redpoll,Acanthis flammea
,30698,,    A. f. flammea
,30699,,    A. f. rostrata
,30700,Lesser Redpoll,Acanthis cabaret
,30701,Arctic Redpoll,Acanthis hornemanni
,30702,,    A. h. exilipes
,30703,,    A. h. hornemanni
,30704,,Loxia
,30705,Parrot Crossbill,Loxia pytyopsittacus
,30706,Scottish Crossbill,Loxia scotica
,30707,Red Crossbill,Loxia curvirostra
,30708,,    L. c. curvirostra
,30709,,    L. c. balearica
,30710,,    L. c. corsicana
,30711,,    L. c. poliogyna
,30712,,    L. c. guillemardi
,30713,,    L. c. altaiensis
,30714,,    L. c. tianschanica
,30715,,    L. c. himalayensis
,30716,,    L. c. meridionalis
,30717,,    L. c. japonica
,30718,,    L. c. luzoniensis
,30719,,    L. c. minor
,30720,,    L. c. percna
,30721,,    L. c. sitkensis
,30722,,    L. c. bendirei
,30723,,    L. c. benti
,30724,,    L. c. grinnelli
,30725,,    L. c. stricklandi
,30726,,    L. c. mesamericana
,30727,Cassia Crossbill,Loxia sinesciuris
,30728,Two-barred Crossbill,Loxia leucoptera
,30729,,    L. l. bifasciata
,30730,,    L. l. leucoptera
,30731,Hispaniolan Crossbill,Loxia megaplaga
,30732,,Chrysocorythus
,30733,Indonesian Serin,Chrysocorythus estherae
,30734,,    C. e. vanderbilti
,30735,,    C. e. estherae
,30736,,    C. e. orientalis
,30737,,    C. e. renatae
,30738,Mindanao Serin,Chrysocorythus mindanensis
,30739,,Carduelis
,30740,European Goldfinch,Carduelis carduelis
,30741,,    C. c. britannica
,30742,,    C. c. carduelis
,30743,,    C. c. parva
,30744,,    C. c. tschusii
,30745,,    C. c. balcanica
,30746,,    C. c. niediecki
,30747,,    C. c. brevirostris
,30748,,    C. c. colchica
,30749,,    C. c. volgensis
,30750,,    C. c. frigoris
,30751,,    C. c. paropanisi
,30752,,    C. c. subulata
,30753,,    C. c. caniceps
,30754,,    C. c. ultima
,30755,Citril Finch,Carduelis citrinella
,30756,Corsican Finch,Carduelis corsicana
,30757,,Serinus
,30758,Red-fronted Serin,Serinus pusillus
,30759,European Serin,Serinus serinus
,30760,Syrian Serin,Serinus syriacus
,30761,Atlantic Canary,Serinus canaria
,30762,Cape Canary,Serinus canicollis
,30763,,    S. c. griseitergum
,30764,,    S. c. thompsonae
,30765,,    S. c. canicollis
,30766,Yellow-crowned Canary,Serinus flavivertex
,30767,,    S. f. flavivertex
,30768,,    S. f. sassii
,30769,,    S. f. huillensis
,30770,Ethiopian Siskin,Serinus nigriceps
,30771,Black-headed Canary,Serinus alario
,30772,,    S. a. leucolaemus
,30773,,    S. a. alario
,30774,,Spinus
,30775,Tibetan Serin,Spinus thibetanus
,30776,Lawrence's Goldfinch,Spinus lawrencei
,30777,American Goldfinch,Spinus tristis
,30778,,    S. t. pallidus
,30779,,    S. t. jewetti
,30780,,    S. t. salicamans
,30781,,    S. t. tristis
,30782,Lesser Goldfinch,Spinus psaltria
,30783,,    S. p. hesperophilus
,30784,,    S. p. witti
,30785,,    S. p. psaltria
,30786,,    S. p. jouyi
,30787,,    S. p. colombianus
,30788,Eurasian Siskin,Spinus spinus
,30789,Antillean Siskin,Spinus dominicensis
,30790,Pine Siskin,Spinus pinus
,30791,,    S. p. pinus
,30792,,    S. p. macropterus
,30793,,    S. p. perplexus
,30794,Black-capped Siskin,Spinus atriceps
,30795,Black-headed Siskin,Spinus notatus
,30796,,    S. n. notatus
,30797,,    S. n. forreri
,30798,,    S. n. oleaceus
,30799,Black-chinned Siskin,Spinus barbatus
,30800,Yellow-bellied Siskin,Spinus xanthogastrus
,30801,,    S. x. xanthogastrus
,30802,,    S. x. stejnegeri
,30803,Olivaceous Siskin,Spinus olivaceus
,30804,Hooded Siskin,Spinus magellanicus
,30805,,    S. m. capitalis
,30806,,    S. m. paulus
,30807,,    S. m. peruanus
,30808,,    S. m. urubambensis
,30809,,    S. m. santaecrucis
,30810,,    S. m. bolivianus
,30811,,    S. m. hoyi
,30812,,    S. m. tucumanus
,30813,,    S. m. alleni
,30814,,    S. m. ictericus
,30815,,    S. m. magellanicus
,30816,,    S. m. longirostris
,30817,Saffron Siskin,Spinus siemiradzkii
,30818,Yellow-faced Siskin,Spinus yarrellii
,30819,Red Siskin,Spinus cucullatus
,30820,Black Siskin,Spinus atratus
,30821,Yellow-rumped Siskin,Spinus uropygialis
,30822,Thick-billed Siskin,Spinus crassirostris
,30823,,    S. c. amadoni
,30824,,    S. c. crassirostris
,30825,Andean Siskin,Spinus spinescens
,30826,,    S. s. spinescens
,30827,,    S. s. nigricauda
,30828,,Chlorophonia
,30829,Elegant Euphonia,Chlorophonia elegantissima
,30830,,    C. e. rileyi
,30831,,    C. e. elegantissima
,30832,,    C. e. vincens
,30833,Hispaniolan Euphonia,Chlorophonia musica
,30835,Puerto Rican Euphonia,Chlorophonia sclateri
,30836,Lesser Antillean Euphonia,Chlorophonia flavifrons
,30837,Golden-rumped Euphonia,Chlorophonia cyanocephala
,30838,,    C. c. pelzelni
,30839,,    C. c. insignis
,30840,,    C. c. cyanocephala
,30841,Blue-naped Chlorophonia,Chlorophonia cyanea
,30842,,    C. c. psittacina
,30843,,    C. c. frontalis
,30844,,    C. c. minuscula
,30845,,    C. c. roraimae
,30846,,    C. c. intensa
,30847,,    C. c. longipennis
,30848,,    C. c. cyanea
,30849,Chestnut-breasted Chlorophonia,Chlorophonia pyrrhophrys
,30850,Yellow-collared Chlorophonia,Chlorophonia flavirostris
,30851,Blue-crowned Chlorophonia,Chlorophonia occipitalis
,30852,Golden-browed Chlorophonia,Chlorophonia callophrys
,30853,,Euphonia
,30854,Jamaican Euphonia,Euphonia jamaica
,30855,Orange-crowned Euphonia,Euphonia saturata
,30856,Plumbeous Euphonia,Euphonia plumbea
,30857,Purple-throated Euphonia,Euphonia chlorotica
,30858,,    E. c. cynophora
,30859,,    E. c. chlorotica
,30860,,    E. c. amazonica
,30861,,    E. c. taczanowskii
,30862,,    E. c. serrirostris
,30863,Finsch's Euphonia,Euphonia finschi
,30864,Velvet-fronted Euphonia,Euphonia concinna
,30865,Trinidad Euphonia,Euphonia trinitatis
,30866,West Mexican Euphonia,Euphonia godmani
,30867,Scrub Euphonia,Euphonia affinis
,30868,,    E. a. olmecorum
,30869,,    E. a. affinis
,30870,Yellow-crowned Euphonia,Euphonia luteicapilla
,30871,White-lored Euphonia,Euphonia chrysopasta
,30872,,    E. c. chrysopasta
,30873,,    E. c. nitida
,30874,White-vented Euphonia,Euphonia minuta
,30875,,    E. m. humilis
,30876,,    E. m. minuta
,30877,Green-chinned Euphonia,Euphonia chalybea
,30878,Violaceous Euphonia,Euphonia violacea
,30879,,    E. v. rodwayi
,30880,,    E. v. violacea
,30881,,    E. v. aurantiicollis
,30882,Yellow-throated Euphonia,Euphonia hirundinacea
,30883,,    E. h. suttoni
,30884,,    E. h. caribbaea
,30885,,    E. h. hirundinacea
,30886,,    E. h. gnatho
,30887,Thick-billed Euphonia,Euphonia laniirostris
,30888,,    E. l. crassirostris
,30889,,    E. l. melanura
,30890,,    E. l. hypoxantha
,30891,,    E. l. zopholega
,30892,,    E. l. laniirostris
,30893,Spot-crowned Euphonia,Euphonia imitans
,30894,Olive-backed Euphonia,Euphonia gouldi
,30895,,    E. g. gouldi
,30896,,    E. g. praetermissa
,30897,Fulvous-vented Euphonia,Euphonia fulvicrissa
,30898,,    E. f. fulvicrissa
,30899,,    E. f. omissa
,30900,,    E. f. purpurascens
,30901,Tawny-capped Euphonia,Euphonia anneae
,30902,,    E. a. anneae
,30903,,    E. a. rufivertex
,30904,Orange-bellied Euphonia,Euphonia xanthogaster
,30905,,    E. x. oressinoma
,30906,,    E. x. chocoensis
,30907,,    E. x. badissima
,30908,,    E. x. quitensis
,30909,,    E. x. dilutior
,30910,,    E. x. cyanonota
,30911,,    E. x. brunneifrons
,30912,,    E. x. ruficeps
,30913,,    E. x. brevirostris
,30914,,    E. x. exsul
,30915,,    E. x. xanthogaster
,30916,Bronze-green Euphonia,Euphonia mesochrysa
,30917,,    E. m. mesochrysa
,30918,,    E. m. media
,30919,,    E. m. tavarae
,30920,Golden-sided Euphonia,Euphonia cayennensis
,30921,Rufous-bellied Euphonia,Euphonia rufiventris
,30922,,    E. r. rufiventris
,30923,,    E. r. carnegiei
,30924,Chestnut-bellied Euphonia,Euphonia pectoralis
,30925,,
,30926,"Longspurs, Snow Buntings",Family Calcariidae
,30927,,Rhynchophanes
,30928,Thick-billed Longspur,Rhynchophanes mccownii
,30929,,Calcarius
,30930,Lapland Longspur,Calcarius lapponicus
,30931,,    C. l. subcalcaratus
,30932,,    C. l. lapponicus
,30933,,    C. l. kamtschaticus
,30934,,    C. l. alascensis
,30935,,    C. l. coloratus
,30936,Smith's Longspur,Calcarius pictus
,30937,Chestnut-collared Longspur,Calcarius ornatus
,30938,,Plectrophenax
,30939,Snow Bunting,Plectrophenax nivalis
,30940,,    P. n. nivalis
,30941,,    P. n. insulae
,30942,,    P. n. vlasowae
,30943,,    P. n. townsendi
,30944,McKay's Bunting,Plectrophenax hyperboreus
,30945,,
,30946,Thrush-tanager,Family Rhodinocichlidae
,30947,,Rhodinocichla
,30948,Rosy Thrush-tanager,Rhodinocichla rosea
,30949,,    R. r. schistacea
,30950,,    R. r. eximia
,30951,,    R. r. harterti
,30952,,    R. r. beebei
,30953,,    R. r. rosea
,30954,,
,30955,Buntings,Family Emberizidae
,30956,,Emberiza
,30957,Crested Bunting,Emberiza lathami
,30958,Slaty Bunting,Emberiza siemsseni
,30959,Corn Bunting,Emberiza calandra
,30960,,    E. c. calandra
,30961,,    E. c. buturlini
,30962,Yellowhammer,Emberiza citrinella
,30963,,    E. c. caliginosa
,30964,,    E. c. citrinella
,30965,,    E. c. erythrogenys
,30966,Pine Bunting,Emberiza leucocephalos
,30967,,    E. l. leucocephalos
,30968,,    E. l. fronto
,30969,Rock Bunting,Emberiza cia
,30970,,    E. c. cia
,30971,,    E. c. hordei
,30972,,    E. c. prageri
,30973,,    E. c. par
,30974,,    E. c. stracheyi
,30975,,    E. c. flemingorum
,30976,Godlewski's Bunting,Emberiza godlewskii
,30977,,    E. g. decolorata
,30978,,    E. g. godlewskii
,30979,,    E. g. khamensis
,30980,,    E. g. yunnanensis
,30981,,    E. g. omissa
,30982,Meadow Bunting,Emberiza cioides
,30983,,    E. c. tarbagataica
,30984,,    E. c. cioides
,30985,,    E. c. weigoldi
,30986,,    E. c. castaneiceps
,30987,,    E. c. ciopsis
,30988,White-capped Bunting,Emberiza stewarti
,30989,Jankowski's Bunting,Emberiza jankowskii
,30990,Grey-necked Bunting,Emberiza buchanani
,30991,,    E. b. cerrutii
,30992,,    E. b. buchanani
,30993,,    E. b. neobscura
,30994,Cinereous Bunting,Emberiza cineracea
,30995,,    E. c. cineracea
,30996,,    E. c. semenowi
,30997,Ortolan Bunting,Emberiza hortulana
,30998,Cretzschmar's Bunting,Emberiza caesia
,30999,Cirl Bunting,Emberiza cirlus
,31000,Striolated Bunting,Emberiza striolata
,31001,,    E. s. saturatior
,31002,,    E. s. jebelmarrae
,31003,,    E. s. striolata
,31004,House Bunting,Emberiza sahari
,31005,,    E. s. sanghae
,31006,,    E. s. sahari
,31007,Lark-like Bunting,Emberiza impetuani
,31008,,    E. i. impetuani
,31009,,    E. i. sloggetti
,31010,Cinnamon-breasted Bunting,Emberiza tahapisi
,31011,,    E. t. arabica
,31012,,    E. t. septemstriata
,31013,,    E. t. tahapisi
,31014,,    E. t. nivenorum
,31015,Gosling's Bunting,Emberiza goslingi
,31016,Socotra Bunting,Emberiza socotrana
,31017,Cape Bunting,Emberiza capensis
,31018,,    E. c. nebularum
,31019,,    E. c. bradfieldi
,31020,,    E. c. smithersii
,31021,,    E. c. plowesi
,31022,,    E. c. limpopoensis
,31023,,    E. c. reidi
,31024,,    E. c. basutoensis
,31025,,    E. c. cinnamomea
,31026,,    E. c. vinacea
,31027,,    E. c. capensis
,31028,,    E. c. vincenti
,31029,Tristram's Bunting,Emberiza tristrami
,31030,Chestnut-eared Bunting,Emberiza fucata
,31031,,    E. f. arcuata
,31032,,    E. f. fucata
,31033,,    E. f. kuatunensis
,31034,Little Bunting,Emberiza pusilla
,31035,Yellow-browed Bunting,Emberiza chrysophrys
,31036,Rustic Bunting,Emberiza rustica
,31037,Yellow-throated Bunting,Emberiza elegans
,31038,,    E. e. elegans
,31039,,    E. e. elegantula
,31040,Yellow-breasted Bunting,Emberiza aureola
,31041,,    E. a. aureola
,31042,,    E. a. ornata
,31043,Somali Bunting,Emberiza poliopleura
,31044,Golden-breasted Bunting,Emberiza flaviventris
,31045,,    E. f. flavigaster
,31046,,    E. f. kalaharica
,31047,,    E. f. princeps
,31048,,    E. f. flaviventris
,31049,Brown-rumped Bunting,Emberiza affinis
,31050,,    E. a. nigeriae
,31051,,    E. a. vulpecula
,31052,,    E. a. affinis
,31053,,    E. a. omoensis
,31054,Cabanis's Bunting,Emberiza cabanisi
,31055,,    E. c. cabanisi
,31056,,    E. c. cognominata
,31057,,    E. c. orientalis
,31058,Chestnut Bunting,Emberiza rutila
,31059,Tibetan Bunting,Emberiza koslowi
,31060,Black-headed Bunting,Emberiza melanocephala
,31061,Red-headed Bunting,Emberiza bruniceps
,31062,Yellow Bunting,Emberiza sulphurata
,31063,Black-faced Bunting,Emberiza spodocephala
